kilometres_ridden,engine_problem,battery_problem,breaking_issues,service_date,bought_date
88290,0,1,0,57,19-08-2017
10919,0,1,1,300,13-02-2010
38532,1,0,1,9,02-05-2013
30263,0,1,0,51,16-06-2022
84365,1,0,0,54,06-03-2010
85627,1,1,1,46,09-07-2017
92899,1,0,0,304,26-06-2010
92201,0,0,0,127,22-09-2016
28726,0,0,0,79,16-03-2018
95499,0,0,1,188,09-06-2010
42844,1,0,1,38,06-06-2016
61549,0,1,0,206,18-11-2020
16345,1,0,0,227,16-09-2020
10128,0,0,0,247,27-01-2016
96014,1,0,1,313,05-11-2015
33470,0,1,0,247,29-03-2011
78239,1,1,0,60,10-01-2016
36414,1,0,0,122,18-06-2022
31225,0,0,0,231,08-08-2017
26861,0,0,1,276,03-05-2018
33877,0,0,0,176,13-09-2011
36778,1,1,1,165,12-06-2011
30073,0,0,0,104,11-01-2012
31012,1,0,1,167,22-05-2015
94335,1,0,1,36,28-03-2021
54009,1,0,0,326,24-11-2014
95050,0,1,0,172,02-09-2019
12156,0,1,0,277,19-07-2011
59162,1,1,0,324,25-08-2011
93421,1,1,1,124,29-07-2017
78018,0,1,1,352,03-02-2010
46307,0,1,0,89,08-03-2023
14736,1,1,1,3,11-07-2012
63860,0,1,1,25,20-05-2011
95286,1,1,0,86,15-08-2021
80991,0,0,0,92,02-03-2011
58574,0,0,1,52,04-08-2016
47078,1,1,1,57,19-11-2013
13179,0,1,0,287,11-04-2011
21340,0,0,1,140,30-07-2020
42528,0,0,1,249,29-01-2013
27125,0,0,1,28,20-12-2022
91677,1,1,0,215,10-03-2014
26070,0,1,1,58,07-03-2014
10138,0,0,0,287,23-10-2014
50588,1,1,1,194,19-08-2021
29355,1,0,1,228,15-04-2022
90316,1,1,0,258,23-06-2013
56110,1,1,1,23,04-09-2022
36903,0,1,0,329,31-12-2014
92396,1,0,0,191,22-08-2019
89428,1,1,1,303,29-01-2023
92172,1,1,0,35,31-08-2022
83317,0,1,0,266,22-01-2020
96269,1,0,1,83,09-01-2010
47927,0,1,1,281,21-09-2015
70445,1,1,0,67,08-01-2022
94982,0,0,1,190,06-01-2022
21346,0,1,0,244,14-08-2012
84075,1,1,1,117,24-05-2012
51638,0,0,1,69,23-03-2016
12614,1,1,1,81,13-08-2012
89505,1,0,1,277,21-12-2020
78084,0,0,1,132,12-05-2010
32250,0,0,0,22,15-08-2020
59299,0,0,0,314,05-05-2014
56637,1,1,0,297,25-07-2011
79966,0,1,0,176,30-09-2017
79238,0,1,0,40,08-08-2010
19841,0,1,0,169,22-01-2015
53335,1,1,1,94,18-01-2019
46713,0,0,0,89,12-07-2018
17736,0,1,1,325,19-07-2017
82726,0,0,1,279,16-10-2011
70832,0,0,1,88,18-09-2021
35063,0,0,0,331,17-02-2020
36694,1,1,0,145,20-04-2011
69327,0,0,0,360,01-04-2022
89111,1,1,0,333,26-07-2013
46413,0,1,0,350,15-05-2014
18338,1,0,0,325,17-01-2016
98114,1,1,0,135,22-10-2015
26776,0,0,1,302,25-01-2011
38711,0,0,0,75,23-08-2014
33881,0,1,1,38,22-07-2010
53001,0,0,0,187,30-09-2013
52216,1,0,0,96,10-08-2015
64458,0,1,1,267,26-12-2018
11434,0,0,0,123,28-05-2020
30778,1,1,0,41,15-03-2018
75803,1,1,1,29,06-07-2013
34279,1,0,0,48,12-03-2020
30804,0,0,1,150,20-07-2012
77732,1,1,1,10,16-08-2012
35457,0,1,0,212,05-08-2014
56230,1,1,0,310,26-01-2022
71516,0,0,0,208,17-09-2013
64239,1,0,0,125,07-07-2017
29505,1,0,0,211,24-12-2021
18869,1,1,0,250,15-03-2019
42833,0,1,0,46,23-08-2012
12162,0,1,0,155,19-01-2015
98187,1,0,0,223,25-01-2021
67228,1,0,0,30,11-03-2021
79104,1,1,0,364,04-04-2017
74728,1,1,0,78,28-07-2017
90250,0,0,0,358,20-11-2020
90864,1,1,1,290,14-03-2011
78878,0,1,1,54,12-02-2017
26071,1,1,1,161,22-05-2022
20235,0,1,1,336,04-01-2012
98019,1,1,1,281,12-12-2010
66721,0,0,0,262,01-09-2021
43295,1,0,1,29,20-03-2019
36306,1,1,1,61,30-06-2011
40880,0,1,0,196,13-12-2014
66407,1,0,1,249,16-10-2018
49926,0,0,0,362,19-03-2018
89722,0,1,1,47,30-09-2011
31735,1,1,1,108,23-03-2013
89672,0,1,0,310,17-02-2020
80712,1,0,0,329,26-04-2019
87682,0,1,0,34,19-02-2022
32859,1,1,1,194,12-08-2022
61028,1,0,0,299,01-05-2021
32033,1,0,1,104,20-09-2017
36078,1,0,0,225,22-07-2019
34224,1,1,0,80,19-09-2016
92962,0,0,1,15,18-11-2014
30180,1,0,0,161,24-09-2021
33177,0,1,0,353,24-08-2015
65510,0,0,0,316,19-05-2011
23385,1,0,1,193,13-02-2011
36926,0,0,0,57,06-09-2019
12092,1,1,1,256,18-08-2020
38206,0,1,0,128,10-01-2023
34131,1,0,0,345,13-03-2013
46837,1,0,0,40,07-07-2016
98658,0,1,1,220,30-01-2018
80074,1,0,0,308,14-01-2014
35820,0,0,1,157,01-11-2020
18886,0,1,1,339,18-04-2016
11381,1,0,0,49,29-07-2014
11615,1,0,1,77,09-04-2021
66369,0,0,1,343,21-01-2010
54438,1,1,0,241,01-01-2020
68707,0,1,0,301,11-06-2021
93330,0,1,1,305,17-08-2011
26585,1,0,0,155,30-05-2020
67851,0,0,0,45,22-08-2017
20931,1,0,0,163,17-08-2018
29062,0,0,1,354,07-03-2019
61604,0,0,1,19,06-06-2010
43527,1,0,0,263,03-05-2021
57988,0,0,1,250,26-05-2012
77804,1,0,1,292,08-07-2014
94765,0,1,1,307,13-03-2016
82967,1,1,0,15,27-02-2016
45520,0,0,1,132,05-01-2017
12778,0,1,1,337,23-07-2013
18031,0,0,0,53,04-03-2018
44414,1,0,1,142,27-11-2018
91642,0,0,1,242,28-04-2016
73183,1,1,0,288,20-11-2010
97767,1,0,1,65,04-02-2011
33437,0,1,1,41,10-08-2011
31435,0,1,1,336,18-06-2021
94599,0,0,1,301,11-06-2017
92145,0,0,1,343,03-07-2015
30331,1,0,0,170,03-07-2011
23845,0,1,0,289,17-06-2020
14720,0,1,1,129,28-12-2017
30774,1,1,1,69,18-05-2019
58264,1,1,1,250,23-02-2010
49712,0,1,1,72,17-08-2014
22285,0,0,1,22,11-12-2022
75746,0,1,1,194,11-10-2013
33529,0,0,1,118,19-02-2010
97956,0,0,0,239,19-04-2016
32432,0,1,1,123,14-03-2021
89304,0,0,1,91,03-10-2021
33638,1,1,1,140,10-01-2021
45373,1,1,1,106,20-01-2011
97471,1,1,0,356,22-12-2012
50739,0,0,1,354,25-03-2014
12140,0,1,1,106,31-08-2010
33319,0,1,1,152,25-07-2021
15914,1,1,1,207,09-01-2019
21751,1,1,1,240,19-05-2011
70564,0,1,1,238,16-06-2019
43780,0,0,1,8,22-01-2022
91095,0,1,1,231,10-11-2013
44919,1,1,1,160,23-09-2020
22180,1,0,0,150,25-09-2011
48164,0,0,1,130,20-09-2010
17007,1,1,0,85,16-12-2019
69883,1,0,1,51,02-09-2022
54091,0,1,1,93,08-08-2013
64537,1,1,0,59,31-07-2022
28289,1,1,1,355,11-08-2020
27631,1,1,1,277,28-06-2022
52266,0,1,1,128,11-08-2015
44969,0,1,1,29,10-05-2020
94003,0,0,1,75,21-02-2019
59002,0,0,0,294,06-05-2014
35543,1,0,0,348,05-01-2020
79165,0,0,1,197,28-02-2014
49806,0,0,0,364,03-11-2018
81437,0,0,0,72,17-08-2016
19996,0,0,0,107,20-04-2013
35534,1,1,1,231,21-08-2017
87302,0,1,1,132,15-06-2015
60504,0,1,0,135,13-09-2015
95571,1,1,0,228,14-11-2016
38510,1,0,1,83,26-12-2013
87065,1,1,1,155,28-08-2016
60805,0,1,1,351,30-06-2020
56967,0,0,1,248,11-11-2014
35899,1,1,0,189,22-12-2016
88086,0,0,0,340,13-11-2011
23299,0,1,0,356,06-07-2012
62643,1,1,1,315,09-01-2018
90072,1,1,1,199,12-01-2012
11718,0,1,0,74,04-04-2021
51183,1,1,0,114,30-11-2011
67323,1,1,1,212,21-03-2016
74364,0,1,0,43,06-12-2019
95689,1,1,0,287,06-04-2011
39164,1,1,0,155,26-02-2018
79441,0,0,1,107,18-03-2014
80246,1,0,1,199,17-06-2010
30228,0,0,0,37,01-03-2016
39833,1,0,0,178,19-07-2019
71893,0,0,1,239,19-06-2017
65957,0,1,1,287,07-01-2016
23429,1,0,0,323,19-03-2020
91208,0,0,1,40,13-06-2022
17178,0,0,0,8,11-01-2019
63049,1,1,1,239,14-09-2021
31293,0,0,0,329,26-09-2012
82197,1,1,1,332,16-11-2011
30328,1,0,0,314,18-09-2022
88529,0,1,1,286,11-08-2014
53134,1,0,1,83,17-01-2014
40280,1,0,1,80,31-01-2023
22386,1,0,1,304,15-07-2018
85933,0,1,0,110,31-07-2013
29735,1,1,0,100,19-11-2022
30575,0,1,1,261,11-07-2011
19491,0,0,0,148,28-09-2019
73834,1,1,1,246,22-11-2017
77422,0,1,0,179,21-05-2017
81644,0,0,1,42,28-02-2019
66167,1,1,0,331,25-09-2014
62351,1,0,1,199,18-09-2012
77992,0,1,1,133,21-01-2011
48070,0,0,0,52,19-09-2022
71303,0,1,0,28,30-04-2015
81440,1,1,0,148,29-12-2014
37938,0,1,1,127,09-09-2013
77245,1,0,1,226,14-11-2022
32587,0,0,0,353,29-03-2010
73260,1,0,1,342,04-08-2011
34238,1,0,0,10,10-09-2018
91100,1,1,1,53,17-04-2014
98558,1,0,0,262,25-11-2011
83596,1,0,1,116,31-08-2010
91314,0,0,0,161,03-08-2018
39295,0,0,1,144,06-02-2014
29036,0,0,0,207,26-03-2018
98868,0,0,1,215,08-10-2011
41516,0,0,0,76,09-12-2016
12808,0,0,1,300,29-07-2016
31792,1,1,0,353,10-06-2016
86325,0,0,0,120,13-08-2019
85272,0,1,1,20,22-06-2016
49177,0,0,0,316,27-07-2018
64255,0,0,0,243,26-05-2016
26086,0,1,1,323,11-02-2023
65469,1,0,0,31,08-05-2020
74563,0,1,0,14,07-06-2014
29366,1,1,1,105,21-06-2015
45799,0,1,1,110,05-12-2013
12277,0,0,0,66,27-06-2018
50192,1,0,1,157,03-04-2021
70361,0,0,1,325,23-09-2013
18450,1,0,1,264,16-11-2015
36876,0,0,1,225,20-06-2010
90850,1,1,1,358,15-09-2018
12787,0,0,0,283,15-05-2012
80702,1,0,1,171,11-02-2014
44808,0,0,0,195,23-11-2013
55187,1,0,0,162,23-02-2021
85265,1,0,1,117,02-11-2014
46932,0,1,1,41,07-01-2011
94017,0,0,0,325,25-05-2022
42681,1,1,0,208,09-02-2017
78383,0,0,1,196,07-12-2019
17007,0,1,0,229,03-01-2020
99908,0,0,1,298,27-01-2013
98899,1,1,0,325,22-10-2018
80670,1,1,0,201,18-08-2010
86811,1,0,1,48,09-04-2023
49836,1,1,0,65,07-11-2015
54388,0,0,0,29,17-11-2017
72751,0,1,0,110,04-09-2011
21346,0,0,1,52,25-07-2018
23737,1,1,1,195,14-07-2011
40635,0,1,0,271,21-06-2014
48771,0,1,1,215,27-09-2010
28637,0,0,0,61,08-07-2011
24236,0,0,0,209,04-01-2012
88212,0,1,1,30,04-12-2019
64017,1,0,1,87,06-09-2017
96985,1,1,1,159,20-02-2011
55281,0,0,0,358,09-09-2011
83888,0,0,1,11,14-01-2020
92435,0,0,1,257,26-09-2014
25150,1,1,0,80,03-05-2013
93321,0,0,1,308,16-09-2016
64607,0,1,0,105,01-03-2010
54713,0,1,0,178,21-04-2011
69250,1,1,0,58,09-11-2016
85130,1,1,0,278,16-01-2010
26474,0,1,1,251,10-06-2010
16425,1,1,0,138,01-06-2021
73540,0,0,0,239,04-01-2022
56239,1,0,0,248,18-05-2019
54607,0,1,1,190,29-09-2021
18602,0,1,0,82,05-12-2019
36398,0,1,0,260,03-09-2020
41600,0,1,1,48,26-01-2017
28278,0,0,0,191,14-11-2022
52930,1,1,0,42,30-11-2011
86409,1,1,1,29,12-07-2016
93726,0,0,1,272,01-09-2018
38125,0,0,0,266,02-04-2014
93938,1,0,0,256,20-04-2018
18252,1,1,0,294,08-09-2013
26662,1,1,1,156,30-11-2021
60946,1,1,0,64,30-10-2015
31427,1,1,1,181,13-05-2017
14174,1,1,1,354,02-06-2022
63746,0,0,0,182,24-04-2010
70129,0,0,1,295,30-06-2018
95664,1,0,0,264,04-02-2011
97123,1,1,0,41,29-07-2018
13457,1,0,1,353,01-04-2010
72773,1,1,0,362,29-07-2020
59000,0,0,0,217,12-10-2012
13755,0,1,0,291,13-12-2017
96411,0,1,0,216,06-02-2014
26963,1,0,1,232,27-04-2022
81566,0,1,0,77,20-05-2013
50456,0,1,1,128,12-02-2021
65009,1,1,1,149,27-05-2010
73074,1,1,1,320,26-02-2011
44328,1,1,1,165,01-06-2018
28552,1,0,1,148,18-12-2021
15482,0,1,0,4,01-08-2011
45460,0,0,1,274,23-08-2019
88489,0,1,0,181,21-01-2010
29801,1,1,1,326,13-02-2023
22649,1,1,1,195,25-01-2014
92644,0,1,0,269,25-05-2014
12967,0,0,1,239,21-04-2017
68266,0,0,0,351,19-05-2020
35309,1,1,0,112,22-12-2021
74245,0,1,1,172,23-08-2021
22075,0,0,0,48,09-01-2018
41368,0,1,1,284,16-03-2019
37688,0,0,1,345,02-11-2013
38896,1,1,1,77,25-05-2011
59287,0,1,1,78,12-03-2010
79636,1,0,1,245,28-01-2023
89385,1,0,1,216,14-07-2013
63709,0,0,1,63,31-08-2021
97325,1,1,0,48,06-05-2021
36550,0,0,0,128,10-04-2020
74834,0,1,1,249,04-01-2017
77526,0,0,0,324,22-08-2017
76553,0,1,0,229,23-06-2013
13731,1,0,1,136,06-08-2019
75419,1,0,0,219,25-03-2014
83541,1,1,0,191,24-04-2012
82568,0,0,0,157,12-03-2018
38372,0,0,0,47,15-02-2015
96158,1,0,1,149,01-05-2011
20068,1,1,1,223,04-06-2021
24573,1,1,0,156,15-01-2015
47695,1,1,1,283,05-02-2012
11486,0,1,1,335,15-01-2018
42086,0,0,1,235,20-05-2018
78288,1,0,1,70,28-01-2011
15319,1,1,1,58,10-09-2017
64964,1,0,1,158,29-10-2014
34889,0,0,1,180,05-11-2020
65412,1,0,0,167,19-09-2017
33274,1,0,0,152,01-10-2012
14235,1,1,0,272,28-12-2020
56221,0,1,1,314,27-10-2022
84833,1,0,1,277,08-09-2019
86549,0,1,1,79,23-02-2017
95324,0,0,1,259,29-10-2022
78276,1,1,0,359,18-02-2021
83347,0,0,0,316,23-07-2020
12040,1,0,0,82,02-02-2017
26872,1,0,0,142,19-10-2013
54974,0,1,1,96,11-02-2010
70906,1,1,1,212,24-06-2010
57047,0,1,0,199,15-04-2010
93705,1,1,0,338,08-01-2012
42267,1,1,1,109,11-10-2010
71172,1,1,1,88,04-01-2010
71767,0,0,1,34,11-12-2012
71621,0,0,0,14,20-07-2014
11669,1,0,1,81,07-12-2010
84578,1,0,0,134,11-03-2019
78959,0,0,1,312,06-04-2012
53914,0,1,0,114,24-11-2010
61234,0,1,0,58,23-11-2011
95873,0,1,1,24,01-09-2013
95728,1,1,0,116,06-03-2010
13517,1,0,0,350,27-04-2012
62357,1,0,1,250,22-07-2017
52464,0,0,1,22,08-11-2021
59498,0,1,1,61,27-07-2015
68099,0,1,0,353,13-10-2010
27916,1,0,1,109,14-08-2015
40740,0,1,0,330,16-09-2016
16144,1,0,0,178,07-03-2021
21109,0,0,1,73,26-08-2022
59255,1,0,1,175,26-10-2015
28125,0,1,1,298,27-05-2022
90320,0,0,0,179,22-04-2018
21387,1,1,0,155,14-01-2014
86184,1,0,0,288,14-10-2019
86820,0,0,1,230,24-03-2018
28868,0,1,0,354,16-02-2018
38997,0,1,1,282,12-10-2019
96231,0,1,0,59,10-04-2011
78031,1,0,1,197,17-10-2018
71459,0,1,1,104,12-11-2010
21775,1,0,0,4,15-10-2021
60903,0,0,1,141,26-10-2013
23882,1,0,1,110,05-11-2021
98331,0,1,0,83,16-04-2023
44684,0,1,0,159,11-01-2019
75951,1,1,1,163,26-06-2018
23399,1,0,0,230,09-06-2011
28539,0,0,1,260,16-01-2019
41418,0,0,0,105,14-10-2013
71442,1,0,0,324,26-05-2010
30093,1,0,0,63,13-01-2021
15793,0,1,1,349,22-09-2017
27801,0,1,0,250,12-08-2018
68702,1,1,0,142,03-12-2019
12247,0,1,0,321,08-03-2014
44862,0,0,0,1,25-11-2022
84607,0,0,0,109,08-06-2012
40796,1,1,0,11,27-07-2010
75116,1,1,1,362,09-06-2010
31674,1,1,1,346,27-11-2018
55414,1,1,1,142,20-04-2010
50648,0,1,0,106,10-12-2015
19893,1,1,1,167,18-03-2021
52807,0,1,1,266,15-07-2013
95673,0,1,0,99,14-10-2017
73200,0,1,1,353,24-01-2015
14412,0,1,1,333,09-08-2012
21129,0,1,1,218,28-12-2011
23378,1,1,0,253,16-05-2021
55089,1,0,0,358,08-04-2020
69429,1,0,0,111,22-06-2010
78036,1,0,1,168,03-09-2019
56377,1,1,1,199,10-11-2013
79223,0,1,1,300,07-04-2019
89781,1,1,1,283,17-10-2017
88109,0,1,1,94,05-07-2016
44863,1,0,1,259,24-02-2023
97505,1,0,1,253,30-03-2010
76629,0,1,1,153,27-07-2012
51293,0,0,1,117,12-05-2021
12319,1,0,1,191,14-05-2014
41017,0,0,1,311,18-03-2018
81982,1,1,0,162,21-02-2012
98438,0,0,0,353,16-03-2023
77799,0,1,1,43,23-05-2016
29565,1,1,0,226,30-07-2017
40110,0,1,1,218,02-04-2023
26157,0,0,1,335,13-01-2021
97510,0,0,1,155,06-11-2022
86211,0,0,1,339,06-10-2021
56321,1,0,1,66,07-02-2010
18459,0,0,1,364,06-12-2010
22681,0,1,1,36,24-12-2010
30855,0,1,1,150,17-08-2013
91727,0,1,0,202,13-08-2019
15748,0,0,1,175,30-11-2015
74860,0,0,1,145,21-09-2020
70837,0,1,1,201,18-07-2010
60368,0,0,0,306,14-05-2015
71449,1,1,0,344,25-05-2015
89211,0,0,0,275,28-04-2013
86480,1,0,1,237,12-06-2013
12934,0,1,0,143,15-10-2015
65772,1,1,0,214,10-12-2012
76503,0,1,1,145,09-02-2022
51351,0,0,1,363,11-06-2014
21887,1,1,0,14,21-02-2011
96794,0,1,1,286,20-07-2013
98248,1,1,1,345,06-01-2018
60633,1,1,0,98,11-02-2013
65704,0,1,0,213,28-01-2013
60459,1,1,1,318,26-09-2020
41244,1,0,1,130,08-05-2022
78932,0,0,0,295,28-02-2020
69938,1,0,1,352,16-05-2021
98287,0,1,0,174,08-02-2018
67416,0,0,1,27,17-02-2017
76043,0,1,1,200,17-04-2019
50836,1,1,0,29,06-04-2015
77942,1,0,1,105,03-09-2013
16930,1,0,0,247,26-05-2012
11026,1,1,0,303,09-11-2014
73499,1,0,0,119,07-01-2013
98851,1,1,0,345,06-03-2020
80518,0,1,0,168,04-07-2010
64141,0,0,0,108,17-06-2013
84234,0,1,0,184,26-01-2013
26710,0,0,1,10,18-09-2016
34764,1,1,0,64,14-12-2010
78874,0,1,1,212,28-10-2022
39885,1,0,1,362,04-11-2011
31309,0,0,0,127,31-12-2022
40129,0,0,1,290,14-10-2010
31618,1,1,0,169,24-11-2017
87465,1,1,0,157,01-07-2018
34886,0,0,0,73,17-10-2015
20690,0,1,0,225,21-01-2012
36443,0,1,1,342,29-05-2012
49276,1,1,1,297,06-11-2017
34977,1,1,0,363,15-11-2020
73471,0,1,0,77,09-08-2020
49307,0,1,1,101,04-12-2016
50365,0,0,1,107,22-10-2016
59627,1,1,0,59,19-12-2019
20475,1,1,1,114,31-01-2012
66780,1,0,1,326,09-07-2022
86825,0,0,1,255,25-11-2012
13105,1,0,1,198,02-09-2017
14369,1,1,1,257,22-08-2018
60578,1,0,0,277,20-07-2019
13746,1,0,0,254,23-05-2021
78047,0,0,1,289,13-09-2018
46299,1,0,0,54,29-03-2018
81467,0,0,1,191,02-03-2014
63027,1,1,0,284,08-06-2012
34566,0,1,0,94,30-03-2012
61309,0,1,1,23,24-02-2016
30692,0,1,1,201,01-08-2020
50225,0,0,0,315,20-05-2010
62693,1,0,0,132,25-11-2012
76756,0,1,0,279,03-02-2010
43134,0,1,0,117,18-11-2018
94974,1,1,0,350,05-04-2012
86376,0,1,1,82,14-01-2013
44226,0,0,1,263,15-03-2014
37370,0,1,1,9,21-04-2013
75956,0,0,0,160,03-03-2019
10070,0,0,1,117,30-03-2021
10233,1,0,1,36,09-08-2022
67275,0,0,1,158,12-04-2019
13710,1,1,0,38,20-06-2019
46179,0,0,0,308,19-09-2020
74670,1,1,0,335,06-11-2015
37090,1,1,1,154,13-07-2013
19299,0,0,1,206,02-04-2010
10392,1,1,0,348,16-02-2020
43275,1,1,0,326,29-11-2015
43336,1,1,0,127,07-02-2012
30384,1,0,1,94,10-06-2016
22943,0,1,1,164,17-01-2019
74975,1,0,0,82,20-04-2016
37178,1,0,1,58,10-08-2017
12767,0,0,0,311,20-03-2018
93529,1,0,1,17,29-04-2012
78091,1,0,0,142,29-11-2017
55277,0,1,0,275,11-05-2022
39234,0,1,0,65,14-09-2014
57840,0,1,0,107,10-03-2014
67562,1,1,1,336,08-06-2011
96619,1,1,1,47,30-07-2014
87820,0,0,0,314,12-12-2014
49075,0,0,1,213,12-06-2020
21192,0,0,1,11,30-10-2017
65133,1,0,0,288,27-09-2011
61672,1,0,1,264,03-06-2011
97079,0,0,0,331,11-12-2012
63259,0,1,0,343,11-01-2017
76240,0,1,0,284,11-04-2010
89199,1,0,1,87,01-05-2020
19025,1,0,0,118,15-11-2012
66018,1,0,1,59,14-12-2019
79005,1,1,1,337,14-06-2014
35781,0,0,0,276,20-02-2014
50964,0,0,1,134,16-08-2013
92564,1,1,1,102,21-04-2015
83073,1,1,1,244,31-10-2019
58938,0,0,0,91,19-07-2015
38816,0,1,0,163,02-09-2018
49351,1,0,0,340,08-10-2010
34413,0,1,1,317,13-05-2017
33162,0,0,0,38,09-01-2021
16456,0,0,1,262,02-12-2013
12493,0,0,1,204,27-06-2011
68631,1,1,1,27,12-12-2013
97729,1,0,0,238,23-03-2022
73375,0,0,1,333,29-06-2011
15548,0,0,0,125,07-12-2012
10943,1,1,0,10,29-11-2012
17129,0,1,0,74,27-08-2010
12563,1,1,0,6,13-02-2016
80256,1,1,1,58,11-02-2012
89826,0,0,1,362,09-06-2017
97127,1,1,1,225,22-10-2011
83679,0,1,0,97,22-11-2015
25902,0,1,0,102,05-03-2015
46359,1,0,1,275,12-11-2016
76212,1,1,1,273,23-12-2010
13392,0,0,1,348,05-05-2016
79627,1,1,1,181,16-08-2021
54553,1,0,1,17,05-11-2021
41121,0,1,1,7,23-04-2017
29175,1,1,0,119,03-09-2013
45893,1,0,0,221,20-09-2010
75225,1,0,0,363,03-04-2023
39349,0,1,1,17,23-10-2017
61401,0,0,0,209,07-11-2018
28742,0,1,1,258,23-03-2016
56822,1,0,1,19,14-12-2021
15963,0,0,1,313,06-05-2020
90972,0,0,0,181,06-08-2020
86004,0,0,0,181,26-01-2015
91220,0,1,0,40,06-12-2011
26508,1,0,1,181,04-11-2016
50931,0,0,0,265,12-03-2023
56690,0,1,0,191,20-10-2013
15534,0,1,0,246,21-06-2015
78486,0,0,0,113,30-08-2011
22883,1,1,1,292,22-01-2014
82439,1,0,1,176,10-11-2020
87630,1,0,1,337,25-11-2011
46781,0,1,0,46,19-11-2014
36974,1,1,0,280,01-06-2016
23926,0,1,0,5,04-10-2019
27288,0,1,0,168,23-10-2018
94059,1,0,1,251,19-10-2020
92407,0,1,1,272,15-04-2021
92054,0,1,1,1,20-05-2012
41676,1,0,0,83,21-08-2015
52043,0,1,0,292,28-12-2021
82822,0,0,0,224,06-10-2013
54454,1,0,0,72,08-04-2013
60709,0,0,0,177,25-02-2016
68335,0,0,0,31,25-12-2011
54609,0,1,1,91,26-07-2011
58839,1,1,0,254,30-05-2018
69504,1,0,0,312,15-09-2015
52346,1,0,0,188,28-10-2021
40081,0,1,0,136,14-08-2011
78152,0,0,0,214,03-10-2013
77522,0,1,0,130,04-12-2022
14437,1,0,0,6,15-04-2013
94290,0,1,0,241,26-02-2017
16275,0,0,1,352,26-05-2015
59588,0,1,1,169,13-09-2021
37395,1,1,0,335,07-05-2017
17387,1,0,0,32,25-05-2021
12368,0,0,1,313,16-04-2020
18047,0,1,1,38,18-11-2014
43549,0,0,0,11,13-01-2021
94928,1,0,0,66,18-10-2022
49811,1,0,0,281,20-07-2020
64718,0,0,1,98,25-11-2013
35823,1,1,1,158,02-12-2022
20775,1,1,1,227,26-06-2016
90006,0,1,0,28,09-03-2018
84869,0,0,0,91,18-06-2019
15279,1,0,0,119,17-10-2021
40595,0,1,0,83,23-11-2010
78957,0,1,0,171,10-09-2016
61193,0,0,1,241,18-04-2023
26008,1,0,1,335,01-05-2011
16883,1,0,1,271,13-12-2021
71588,1,1,1,152,25-04-2017
93626,1,1,1,4,06-09-2019
81826,0,1,1,106,22-12-2013
28068,1,1,0,297,21-09-2010
99815,0,1,1,251,12-03-2015
33830,1,0,1,200,22-05-2010
70500,1,1,1,122,26-07-2018
16824,0,0,0,17,27-03-2023
53920,1,1,0,25,18-11-2022
17522,1,0,0,91,22-01-2023
32374,0,1,1,120,17-10-2017
79063,1,1,1,10,15-10-2021
46386,1,0,1,57,25-04-2014
82700,1,0,1,287,04-12-2022
57347,1,0,0,231,02-06-2015
12820,1,1,1,188,15-02-2022
73496,1,0,0,21,18-10-2017
87554,1,0,1,265,30-08-2014
43842,0,1,1,214,12-09-2019
42205,1,1,0,310,15-03-2018
49392,0,0,1,218,30-06-2018
47234,1,0,0,176,20-04-2019
66964,1,0,1,322,19-01-2021
91617,1,1,0,34,11-11-2022
96020,0,0,1,236,22-11-2022
75082,0,1,0,227,14-12-2017
30229,0,0,0,257,11-05-2022
19660,0,1,1,42,25-01-2011
72010,1,0,1,107,23-05-2010
15894,0,1,0,352,06-10-2020
76710,1,1,1,282,24-02-2011
66999,1,0,1,140,21-08-2019
74478,0,1,1,53,02-06-2010
79463,0,0,1,166,26-04-2010
71404,1,1,0,347,15-06-2013
90223,1,1,1,234,13-01-2015
58368,1,0,1,130,07-07-2016
69596,1,0,0,355,09-12-2011
34365,1,1,1,363,26-10-2015
64480,1,1,1,150,04-05-2014
12306,1,1,0,166,27-03-2012
82767,1,1,0,137,14-10-2016
30367,0,1,1,211,28-11-2016
45272,1,0,1,73,28-02-2011
84519,0,0,0,240,01-12-2022
72497,0,0,1,4,19-08-2020
54178,0,0,0,34,30-07-2016
53165,1,1,1,345,05-04-2015
36554,0,1,1,74,20-09-2011
19385,0,0,0,291,17-06-2010
14014,1,1,1,198,29-06-2016
33468,0,0,1,128,29-06-2014
24072,0,0,1,217,28-02-2011
20562,1,1,0,132,08-08-2017
39217,0,0,0,281,16-10-2015
48927,1,0,0,347,07-01-2013
57773,1,0,1,189,28-08-2018
74011,0,1,0,80,06-03-2018
29244,0,0,0,73,03-11-2021
69815,0,0,1,341,02-02-2021
65036,0,0,0,169,31-07-2019
45801,1,0,1,164,04-02-2020
58667,1,0,0,107,02-06-2015
93374,1,0,1,15,13-09-2013
80226,0,0,1,264,20-07-2012
70299,0,1,0,211,22-08-2019
29183,1,0,0,225,19-08-2019
54232,0,0,1,309,25-06-2012
77365,0,1,1,301,17-03-2019
82741,1,0,1,228,01-05-2016
86059,0,0,1,50,29-05-2019
26280,0,1,0,142,16-02-2020
99180,1,0,1,283,28-05-2022
69155,0,1,1,158,07-02-2021
33764,1,0,1,297,12-08-2015
58209,1,1,0,18,17-08-2020
23461,0,1,1,94,17-11-2021
74017,1,0,1,10,25-05-2010
50755,0,1,0,171,14-06-2015
39841,1,1,1,28,14-02-2013
